"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"846","Some Travel","Sales","NY","Divorced","No","Yes","Business","Mixed/Other","Male","Sales","3","1","4","2","3","3","3",25,38,86485,6,3,1
"847","Some Travel","Technology","CA","Single","No","No","STEM","Black","Male","Software Engineer","3","0","4","5","5","3","4",22,8,26158,3,3,0
"848","Frequent Traveller","Sales","NY","Married","No","No","Business","White","Female","Sales","1","1","2","3","1","4","4",46,14,205159,9,3,0
"849","Some Travel","Sales","CA","Divorced","No","No","Business","White","Female","Sales","4","1","1","2","4","2","5",24,16,75250,0,3,1
"850","Some Travel","Sales","CA","Divorced","No","Yes","STEM","White","Female","Sales","3","2","3","5","3","3","3",28,17,70787,5,2,0
"851","Some Travel","Sales","CA","Single","No","Yes","Business","Asian","Female","Sales","4","0","4","2","2","5","2",26,17,97811,6,2,1
"852","Some Travel","Sales","CA","Married","Yes","Yes","Business","White","Male","Sales","2","2","5","4","2","4","2",22,16,53220,0,1,1
"853","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","2","3","2","4","3","4","3",22,6,38169,4,2,0
"854","Some Travel","Sales","CA","Married","No","Yes","Business","White","Female","Sales","3","1","5","5","4","2","3",28,44,304858,7,3,0
"855","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Female","Management","3","1","3","2","4","4","2",40,29,304343,4,2,0
"856","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Software Engineer","1","1","3","3","4","5","2",47,23,221827,0,3,1
"857","Some Travel","Technology","CA","Single","Yes","No","STEM","White","Male","AI/ML","3","0","5","3","4","3","3",27,28,20387,0,2,2
"858","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","3","0","5","3","2","4","4",25,26,85412,5,3,1
"859","Some Travel","Technology","NY","Married","No","No","Business","Mixed/Other","Male","AI/ML","4","1","4","3","2","2","4",23,19,25986,4,1,1
"860","Some Travel","Sales","NY","Married","No","No","STEM","Mixed/Other","Male","Sales","4","1","3","4","2","5","5",32,15,208435,2,2,0
"861","Some Travel","Technology","IL","Divorced","No","Yes","STEM","White","Male","Software Engineer","3","1","3","5","2","5","5",22,6,43072,2,3,1
"862","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Male","AI/ML","1","1","4","2","2","4","5",39,34,264285,10,2,1
"863","No Travel ","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Female","Software Engineer","4","1","4","4","2","4","3",23,24,69325,4,1,0
"864","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Management","4","0","4","4","3","2","2",27,19,149813,1,3,0
"865","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Software Engineer","2","2","3","2","4","4","2",36,35,60585,7,2,0
"866","Some Travel","Sales","CA","Married","Yes","Yes","Business","White","Male","Sales","4","0","4","1","4","3","3",24,27,86102,0,1,0
"867","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","Software Engineer","4","2","5","2","4","4","4",36,21,57327,8,2,0
"868","Some Travel","Human Resources","CA","Divorced","Yes","Yes","HR","White","Male","HR","4","0","2","1","4","3","2",20,8,26186,0,1,1
"869","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","2","0","4","4","5","2","3",35,4,423941,1,2,3
"870","Some Travel","Sales","NY","Married","Yes","No","Business","White","Male","Management","1","1","5","3","5","3","3",41,35,314961,0,2,1
"871","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","1","0","3","2","5","3","5",21,30,31624,3,3,0
"872","Some Travel","Technology","CA","Single","Yes","Yes","STEM","Black","Female","Software Engineer","4","3","5","3","5","5","3",19,11,27760,0,1,1
"873","Some Travel","Technology","CA","Married","Yes","Yes","STEM","Mixed/Other","Female","AI/ML","3","1","5","3","3","4","5",28,24,46313,1,2,2
"874","Some Travel","Sales","IL","Married","No","No","Business","Mixed/Other","Male","Sales","1","0","1","3","1","3","4",41,11,81654,4,2,1
"875","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","1","1","5","2","5","4","4",47,37,62999,3,3,0
"876","Some Travel","Sales","CA","Married","No","No","Other","White","Female","Sales","3","1","5","5","5","4","3",22,25,48716,1,3,0
"877","Some Travel","Sales","CA","Married","No","Yes","Other","White","Female","Sales","1","0","1","2","1","4","4",22,22,48698,1,1,0
"878","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","Black","Female","AI/ML","1","2","3","2","5","4","3",32,14,97595,0,2,3
"879","Frequent Traveller","Human Resources","IL","Married","No","No","Business","White","Female","HR","3","1","5","2","2","5","3",19,24,25838,0,2,0
"880","Some Travel","Sales","CA","Single","No","No","Business","Mixed/Other","Other","Management","5","0","5","5","2","2","3",27,31,205622,5,3,1
"881","Some Travel","Technology","CA","Married","No","No","Other","White","Female","AI/ML","2","1","4","4","5","4","5",26,21,89366,5,2,1
"882","Frequent Traveller","Technology","CA","Single","Yes","No","STEM","Mixed/Other","Male","AI/ML","4","0","5","2","2","3","5",38,23,231699,0,3,0
"883","Some Travel","Technology","NY","Divorced","No","No","Business","White","Female","AI/ML","2","3","4","4","5","4","5",23,37,36098,3,1,0
"884","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","4","1","4","4","4","4","2",28,1,87039,5,1,2
"885","No Travel ","Sales","CA","Married","No","No","Business","White","Male","Sales","2","1","3","5","2","3","4",26,5,93170,6,3,0
"886","No Travel ","Sales","IL","Married","No","Yes","STEM","White","Female","Sales","2","1","5","3","2","4","4",26,8,61686,0,2,0
"887","Some Travel","Technology","NY","Married","No","Yes","Other","Mixed/Other","Male","Management","4","1","5","2","3","2","4",38,4,361616,6,3,0
"888","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","3","1","4","4","2","3","3",39,15,136970,8,2,0
"889","No Travel ","Sales","NY","Single","No","No","Business","White","Female","Sales","2","0","3","3","4","4","4",39,12,89351,2,2,1
"890","Some Travel","Sales","NY","Married","No","Yes","Business","Mixed/Other","Other","Sales","3","1","3","3","3","4","5",37,30,61117,5,1,0
"891","No Travel ","Technology","CA","Divorced","No","No","Business","Asian","Female","Software Engineer","1","3","3","4","5","3","3",40,26,48125,8,1,0
"892","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Management","1","1","3","4","5","3","5",31,6,376853,1,2,2
"893","Some Travel","Sales","NY","Divorced","Yes","Yes","Business","White","Male","Sales","5","3","5","5","4","2","4",25,33,87347,1,2,1
"894","No Travel ","Human Resources","NY","Divorced","No","No","HR","Asian","Female","HR","3","3","4","4","3","3","4",24,5,41745,4,3,0
"895","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","White","Male","Software Engineer","3","1","4","3","2","2","4",23,12,68820,2,3,2
"896","Some Travel","Human Resources","NY","Divorced","No","Yes","HR","Black","Female","HR","2","1","3","2","2","4","2",45,34,54132,10,3,0
"897","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Software Engineer","5","0","5","2","4","5","2",30,42,93181,9,3,1
"898","Some Travel","Sales","CA","Single","Yes","Yes","Business","Asian","Male","Sales","4","0","4","3","3","4","3",26,2,60087,0,1,0
"899","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","Management","2","1","3","2","4","2","4",26,23,221954,3,2,3
"900","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","5","1","4","5","2","5","2",28,7,181164,6,1,1
"901","Frequent Traveller","Sales","NY","Single","Yes","No","Business","Mixed/Other","Male","Sales","3","0","3","3","5","4","2",28,28,43939,4,2,1
"902","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","2","1","5","4","4","2","5",28,3,128719,3,2,0
"903","Some Travel","Technology","CA","Single","No","Yes","Business","White","Other","Software Engineer","1","0","5","3","2","2","3",27,20,22986,7,1,1
"904","Some Travel","Technology","CA","Married","Yes","No","STEM","White","Female","AI/ML","2","1","3","3","4","2","5",28,12,115895,3,2,0
"905","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","Black","Female","Software Engineer","4","1","3","2","2","3","4",40,27,42333,5,3,1
"906","No Travel ","Sales","CA","Single","No","No","Business","White","Male","Sales","1","0","3","2","5","4","3",22,41,27961,1,1,2
"907","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","AI/ML","4","2","4","5","5","2","4",30,26,36280,9,3,1
"908","Some Travel","Sales","IL","Divorced","No","No","Business","Mixed/Other","Female","Sales","4","1","5","4","3","5","4",36,20,220472,1,2,0
"909","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","5","3","3","2","3","5","4",26,23,78934,2,2,3
"910","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","2","2","5","4","4","2","5",28,45,110057,5,1,1
"911","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","3","0","4","3","2","5","5",21,7,76518,2,3,1
"912","Some Travel","Technology","NY","Married","No","No","Business","White","Other","Management","2","0","5","4","3","5","4",40,29,295688,5,1,0
"913","Frequent Traveller","Technology","NY","Married","Yes","Yes","Business","White","Male","Software Engineer","3","1","3","4","4","5","5",28,3,58993,7,1,1
"914","Frequent Traveller","Sales","CA","Single","No","Yes","Business","White","Male","Sales","4","0","3","4","2","4","5",24,3,70546,2,2,0
"915","Some Travel","Technology","NY","Single","No","Yes","Business","Black","Male","Software Engineer","5","0","3","2","5","4","3",29,36,113448,4,2,1
"916","Frequent Traveller","Human Resources","CA","Divorced","Yes","No","HR","Mixed/Other","Male","HR","3","1","5","3","5","2","4",26,17,30502,0,1,0
"917","Some Travel","Human Resources","NY","Married","Yes","Yes","Business","White","Female","HR","2","0","3","2","5","3","2",22,7,29322,0,1,0
"918","Some Travel","Technology","CA","Single","No","No","STEM","Black","Male","Software Engineer","2","0","5","2","4","5","3",32,36,78672,9,3,1
"919","Some Travel","Technology","IL","Married","No","No","Other","White","Female","AI/ML","4","0","5","3","5","5","5",24,27,33554,2,3,2
"920","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","3","2","4","3","2","4","2",26,18,26414,5,3,1
"921","Some Travel","Technology","IL","Married","No","Yes","STEM","Mixed/Other","Female","Management","3","1","3","3","5","2","3",29,32,388605,5,2,1
"922","No Travel ","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","3","1","2","4","3","3","3",26,21,26919,5,3,3
"923","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Male","Software Engineer","3","3","3","2","4","4","4",40,28,46285,8,2,2
"924","Frequent Traveller","Sales","CA","Single","Yes","No","Business","Mixed/Other","Female","Sales","3","0","5","5","2","2","4",29,18,177402,5,1,0
"925","Frequent Traveller","Sales","NY","Married","Yes","No","Business","Mixed/Other","Other","Sales","4","2","1","3","3","1","3",22,28,39845,0,2,1
"926","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","3","1","3","5","4","2","4",47,7,116165,7,3,0
"927","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Other","AI/ML","4","1","5","5","2","4","3",27,2,39198,7,2,0
"928","No Travel ","Technology","IL","Married","No","No","STEM","Black","Female","Software Engineer","4","3","3","4","4","4","3",25,24,44146,1,2,2
"929","Some Travel","Technology","NY","Single","No","No","Other","White","Female","AI/ML","3","0","1","4","3","2","5",22,21,33354,2,1,1
"930","Some Travel","Human Resources","CA","Married","No","No","HR","White","Male","HR","3","0","5","3","2","5","3",41,36,131047,4,1,0
"931","No Travel ","Technology","IL","Married","Yes","Yes","Business","Mixed/Other","Male","Software Engineer","4","1","2","4","2","2","5",26,15,35373,3,3,0
"932","Some Travel","Sales","CA","Single","No","No","Business","Mixed/Other","Female","Sales","2","0","5","4","4","5","5",27,45,57102,6,1,1
"933","Some Travel","Technology","IL","Divorced","No","Yes","STEM","Mixed/Other","Other","Software Engineer","3","2","3","4","4","3","3",25,19,90418,4,3,3
"934","Some Travel","Sales","NY","Divorced","No","No","Business","Mixed/Other","Female","Sales","4","2","4","3","2","4","3",23,19,87629,4,3,0
"935","Some Travel","Technology","NY","Single","No","No","STEM","White","Male","Software Engineer","3","0","4","3","4","3","3",24,12,33202,5,1,2
"936","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Other","Software Engineer","1","0","5","2","3","5","2",28,40,187698,1,2,2
"937","Some Travel","Technology","IL","Married","No","No","STEM","White","Female","Software Engineer","2","0","3","3","2","2","3",23,34,29956,1,1,0
"938","Some Travel","Sales","CA","Divorced","No","No","STEM","White","Other","Sales","1","1","5","3","2","3","4",24,33,24174,2,1,2
"939","Some Travel","Sales","CA","Single","No","Yes","Business","Mixed/Other","Male","Sales","3","0","5","4","2","3","4",43,27,128885,10,1,1
"940","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","AI/ML","5","1","4","2","1","3","3",24,17,63747,1,3,2
"941","Frequent Traveller","Technology","NY","Single","Yes","Yes","Business","White","Male","Software Engineer","3","0","5","3","4","3","4",22,2,37014,1,1,1
"942","Frequent Traveller","Technology","CA","Married","No","No","Other","Mixed/Other","Male","Software Engineer","4","1","4","5","2","4","2",21,37,32679,3,1,1
"943","Some Travel","Technology","IL","Married","No","No","STEM","Black","Male","Software Engineer","2","1","4","4","2","3","3",26,8,50614,7,2,1
"944","Frequent Traveller","Sales","IL","Single","Yes","Yes","Other","Mixed/Other","Female","Sales","4","0","3","2","4","3","3",25,3,56163,0,2,0
"945","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Male","Software Engineer","3","1","2","4","1","3","5",26,39,60494,7,3,1
"946","Some Travel","Technology","CA","Single","No","Yes","STEM","White","Male","Software Engineer","4","0","1","4","4","1","2",23,42,28824,2,1,2
"947","Frequent Traveller","Technology","NY","Single","Yes","No","STEM","Mixed/Other","Female","Software Engineer","3","0","3","5","5","3","2",26,14,36794,4,1,1
"948","No Travel ","Technology","CA","Divorced","No","No","STEM","Asian","Male","Software Engineer","2","1","2","2","1","4","5",35,17,117151,7,3,0
"949","Some Travel","Technology","IL","Single","No","No","STEM","Black","Female","Software Engineer","3","0","5","3","4","5","3",26,45,74096,5,2,2
"950","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Male","AI/ML","4","1","3","4","5","2","4",24,14,67538,4,1,0
"951","Frequent Traveller","Sales","NY","Single","No","No","Business","White","Other","Sales","3","0","3","3","2","5","3",41,3,248987,9,2,2
"952","No Travel ","Human Resources","NY","Divorced","No","No","Business","Mixed/Other","Female","HR","2","1","5","5","3","4","4",31,25,55682,2,2,2
"953","Some Travel","Sales","NY","Single","Yes","No","Business","Mixed/Other","Female","Sales","1","0","3","2","5","4","5",25,22,32894,2,3,0
"954","Some Travel","Sales","NY","Married","No","No","Business","White","Male","Sales","3","1","3","5","4","5","3",44,29,126073,2,1,0
"955","Some Travel","Technology","CA","Single","No","Yes","STEM","Asian","Male","AI/ML","3","0","5","4","5","2","5",28,2,220234,7,2,0
"956","Some Travel","Technology","NY","Single","Yes","Yes","STEM","White","Male","Software Engineer","3","0","4","4","2","4","3",26,32,40100,0,3,0
"957","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Female","Software Engineer","3","1","3","5","2","4","2",36,32,111294,8,2,0
"958","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Female","AI/ML","2","1","1","4","3","4","2",25,40,80779,4,3,1
"959","Some Travel","Sales","NY","Married","No","Yes","Business","White","Male","Sales","2","1","3","2","4","3","4",40,35,63455,8,1,0
